College_ID,IQ,Previous_Sem_Percentage,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Project_Count,Placement,Average_Score
CLG0010,92,6.83,6.9,8,0,7,5,4,Placed,35.24
CLG0069,131,6.36,6.82,9,0,7,9,4,Placed,48.06
CLG0038,58,7.27,7.63,7,0,10,10,2,Not Placed,24.3
CLG0049,97,9.04,9.39,3,0,4,2,5,Not Placed,38.48
CLG0040,125,7.28,7.6,1,0,9,3,4,Placed,46.63
CLG0049,101,9.23,9.04,4,0,7,10,2,Placed,39.76
CLG0086,111,9.94,10.33,10,0,2,3,1,Placed,43.76
CLG0019,101,5.36,5.8,3,0,2,3,3,Placed,37.39
CLG0037,89,5.23,5.23,3,0,3,6,2,Not Placed,33.15
CLG0097,66,5.75,5.6,2,0,8,8,3,Placed,25.78
CLG0049,103,6.92,6.83,10,0,4,5,3,Not Placed,38.92
CLG0006,88,5.66,5.49,3,0,5,6,0,Placed,33.05
CLG0064,87,9.35,9.06,5,0,3,1,2,Placed,35.14
CLG0023,92,5.12,5.24,4,0,8,10,4,Placed,34.12
CLG0078,126,6.58,6.64,1,0,3,3,5,Placed,46.41
CLG0031,136,5.92,5.88,1,0,2,4,0,Not Placed,49.27
CLG0053,103,9.66,9.26,1,0,1,7,4,Not Placed,40.64
CLG0033,93,8.35,8.65,10,0,2,5,5,Not Placed,36.67
CLG0017,82,9.56,9.23,9,0,0,1,3,Placed,33.6
CLG0065,107,9.86,9.47,9,0,10,3,0,Placed,42.11
CLG0076,126,7.49,7.61,9,0,7,2,4,Placed,47.03
CLG0067,96,6.17,6.07,10,0,0,6,4,Placed,36.08
CLG0045,64,5.97,5.53,4,0,5,5,1,Placed,25.17
CLG0100,110,6.11,5.97,4,0,10,3,0,Placed,40.69
CLG0088,114,8.54,8.81,10,0,1,2,0,Not Placed,43.78
CLG0078,76,5.2,5.32,7,0,10,1,3,Not Placed,28.84
CLG0037,102,5.26,5.12,3,0,10,2,5,Placed,37.46
CLG0092,106,8.04,7.73,10,0,2,5,3,Not Placed,40.59
CLG0027,98,8.21,8.34,3,0,8,5,0,Placed,38.18
CLG0020,88,8.33,8.72,4,0,8,9,1,Not Placed,35.02
CLG0079,115,6.86,7.01,6,0,5,6,1,Placed,42.96
CLG0042,93,9.03,9.34,1,0,6,3,5,Placed,37.12
CLG0025,77,7.67,7.69,3,0,4,10,3,Not Placed,30.79
CLG0070,69,5.53,5.75,5,0,6,3,2,Not Placed,26.76
CLG0051,118,8.99,9.39,4,0,5,3,4,Not Placed,45.46
CLG0078,109,9.77,10.04,8,0,4,8,3,Not Placed,42.94
CLG0039,101,5.3,5.71,9,0,2,9,1,Placed,37.34
CLG0030,93,6.96,6.89,8,0,1,3,0,Placed,35.62
CLG0047,92,7.44,7.84,9,0,4,1,1,Not Placed,35.76
CLG0047,83,5.73,5.85,8,0,7,8,0,Placed,31.53
CLG0050,93,9.34,9.71,10,0,4,10,3,Placed,37.35
CLG0028,68,6.42,5.96,1,0,2,2,4,Not Placed,26.79
CLG0031,88,8.92,9.08,7,0,9,7,5,Placed,35.33
CLG0073,95,8.35,8.7,9,0,2,7,4,Not Placed,37.35
CLG0048,109,7.99,7.66,1,0,4,9,3,Not Placed,41.55
CLG0066,99,5.96,6.12,10,0,8,8,4,Not Placed,37.03
CLG0053,111,6.1,6.42,1,0,7,9,4,Not Placed,41.17
CLG0060,120,5.24,5.03,10,0,6,1,5,Placed,43.42
CLG0047,115,6.2,6.11,2,0,4,3,2,Not Placed,42.44
CLG0045,107,6.73,6.8,5,0,8,4,2,Not Placed,40.18
CLG0001,100,9.17,9.19,8,0,1,3,2,Not Placed,39.45
CLG0066,85,6.83,6.37,8,0,5,8,0,Placed,32.73
CLG0092,111,8.77,8.37,10,0,6,7,2,Placed,42.71
CLG0100,125,7.2,6.8,4,0,6,5,3,Not Placed,46.33
CLG0023,105,8.92,8.68,7,0,10,5,5,Not Placed,40.87
CLG0020,128,9.88,9.63,7,0,3,4,2,Placed,49.17
CLG0033,77,6.2,6.44,9,0,1,5,5,Placed,29.88
CLG0094,82,9.31,9.38,9,0,0,5,3,Not Placed,33.56
CLG0089,112,8.11,8.37,3,0,0,4,2,Not Placed,42.83
CLG0048,103,9.09,8.66,8,0,2,5,4,Placed,40.25
CLG0016,119,8.26,8.25,5,0,6,7,2,Placed,45.17
CLG0039,99,7.12,6.94,5,0,10,9,3,Not Placed,37.69
CLG0007,86,6.14,6.49,8,0,4,7,3,Placed,32.88
CLG0062,96,5.35,5.56,6,0,6,1,5,Not Placed,35.64
CLG0044,77,7.68,8.05,10,0,8,9,3,Not Placed,30.91
CLG0097,83,9.95,9.5,10,0,7,3,2,Not Placed,34.15
CLG0098,114,8.69,8.91,1,0,0,2,0,Not Placed,43.87
CLG0081,113,6.64,6.68,4,0,3,10,3,Placed,42.11
CLG0049,105,9.14,9.47,9,0,4,9,5,Placed,41.2
CLG0004,74,8.84,8.85,5,0,6,2,0,Not Placed,30.56
CLG0013,94,6.41,6.45,4,0,10,10,2,Placed,35.62
CLG0026,81,5.07,4.62,10,0,7,9,5,Not Placed,30.23
CLG0013,117,5.59,5.76,1,0,7,5,0,Not Placed,42.78
CLG0096,91,9.39,9.16,9,0,3,6,0,Placed,36.52
CLG0043,83,9.18,8.7,8,0,10,7,3,Not Placed,33.63
CLG0012,100,6.48,6.05,3,0,6,7,5,Placed,37.51
CLG0078,90,6.43,6.89,9,0,10,4,2,Placed,34.44
CLG0085,122,8.96,8.81,1,0,1,4,3,Placed,46.59
CLG0033,88,9.69,10.06,4,0,8,5,4,Placed,35.92
CLG0067,79,8.9,9.36,5,0,5,9,1,Not Placed,32.42
CLG0007,67,8.03,8.47,4,0,3,10,0,Not Placed,27.83
CLG0079,99,6.21,6.59,4,0,5,1,2,Placed,37.27
CLG0007,91,7.63,8.02,9,0,6,8,0,Placed,35.55
CLG0043,78,6.17,5.96,5,0,9,8,2,Placed,30.04
CLG0048,117,9.04,8.69,1,0,7,7,3,Not Placed,44.91
CLG0090,110,6.93,7.07,7,0,3,6,1,Not Placed,41.33
CLG0026,99,9.17,9.16,6,0,8,3,1,Not Placed,39.11
CLG0076,120,6.91,6.51,9,0,5,8,1,Placed,44.47
CLG0059,109,9.12,9.3,4,0,0,7,1,Not Placed,42.47
CLG0056,87,6.67,6.73,10,0,2,8,0,Not Placed,33.47
CLG0040,84,7.2,7.56,6,0,0,2,2,Not Placed,32.92
CLG0066,112,8.08,8.19,10,0,5,8,4,Placed,42.76
CLG0015,105,5.35,5.42,7,0,5,7,2,Not Placed,38.59
CLG0044,102,9.74,9.68,4,0,6,6,0,Placed,40.47
CLG0095,87,7.87,7.83,9,0,0,9,5,Placed,34.23
CLG0059,109,7.54,7.99,1,0,0,8,3,Placed,41.51
CLG0034,88,9.2,8.84,1,0,4,5,4,Not Placed,35.35
CLG0012,98,9.33,9.28,3,0,4,5,4,Placed,38.87
CLG0006,121,7.61,7.77,9,0,0,9,5,Placed,45.46
CLG0096,90,9.64,9.57,5,0,6,8,4,Not Placed,36.4
CLG0100,76,5.32,5.1,1,0,6,4,0,Not Placed,28.81
CLG0010,84,5.57,5.36,5,0,5,9,1,Not Placed,31.64
CLG0080,114,7.98,7.71,6,0,6,6,5,Placed,43.23
CLG0025,103,6.77,6.61,4,0,5,5,1,Not Placed,38.79
CLG0094,98,7.32,7.69,7,0,9,10,1,Not Placed,37.67
CLG0040,92,6.64,6.65,3,0,1,7,2,Not Placed,35.1
CLG0093,107,7.02,6.76,5,0,4,9,1,Not Placed,40.26
CLG0048,87,9.11,8.99,6,0,6,1,4,Placed,35.03
CLG0087,104,7.97,7.58,7,0,1,9,1,Placed,39.85
CLG0056,89,9.99,10.39,10,0,4,10,5,Not Placed,36.46
CLG0060,86,8.93,8.84,2,0,2,5,5,Not Placed,34.59
CLG0007,90,6.37,6.85,5,0,8,9,4,Placed,34.41
CLG0047,94,6.32,6.17,7,0,9,5,4,Placed,35.5
CLG0014,99,6.68,7.02,7,0,0,7,2,Not Placed,37.57
CLG0002,103,9.22,8.98,3,0,6,7,5,Not Placed,40.4
CLG0063,44,5.14,4.72,8,0,9,9,1,Not Placed,17.95
CLG0037,87,6.15,5.68,1,0,3,5,3,Placed,32.94
CLG0069,94,9.52,9.63,4,0,4,7,1,Not Placed,37.72
CLG0022,122,8.2,8.01,3,0,0,5,3,Not Placed,46.07
CLG0070,83,6.13,6.07,4,0,4,4,5,Not Placed,31.73
CLG0045,102,6.1,6.42,9,0,10,1,2,Not Placed,38.17
CLG0007,122,9.31,9.06,8,0,7,5,0,Placed,46.79
CLG0100,80,9.47,9.28,4,0,5,4,2,Placed,32.92
CLG0005,105,6.28,6.63,8,0,1,1,2,Placed,39.3
CLG0026,87,7.1,7.09,1,0,1,10,3,Placed,33.73
CLG0092,92,9.17,9.5,8,0,10,1,2,Not Placed,36.89
CLG0047,87,8.86,8.73,10,0,8,5,4,Not Placed,34.86
CLG0087,89,9.07,8.97,2,0,0,9,2,Not Placed,35.68
CLG0066,140,7.59,7.26,6,0,1,1,5,Not Placed,51.62
CLG0021,112,9.56,9.98,6,0,7,8,2,Not Placed,43.85
CLG0066,116,6.63,7.03,3,0,5,9,3,Placed,43.22
CLG0002,107,5.78,6.26,5,0,2,10,5,Not Placed,39.68
CLG0018,75,8.54,8.44,2,0,2,4,2,Not Placed,30.66
CLG0091,105,7.7,8.02,8,0,10,8,2,Not Placed,40.24
CLG0064,116,9.27,9.18,8,0,8,1,5,Placed,44.82
CLG0046,87,5.41,5.36,5,0,1,4,5,Not Placed,32.59
CLG0069,114,9.22,9.55,7,0,9,10,5,Not Placed,44.26
CLG0009,110,6.47,6.15,8,0,4,2,1,Placed,40.87
CLG0014,127,8.27,7.99,4,0,6,10,5,Not Placed,47.75
CLG0068,93,5.2,5.01,2,0,5,4,4,Placed,34.4
CLG0065,83,8.05,8.34,5,0,0,2,4,Not Placed,33.13
CLG0040,94,8.59,8.46,7,0,9,3,4,Not Placed,37.02
CLG0022,121,6.84,6.7,4,0,2,1,2,Not Placed,44.85
CLG0015,72,6.08,6.58,4,0,4,10,4,Not Placed,28.22
CLG0025,68,7.69,7.57,4,0,2,3,1,Placed,27.75
CLG0064,101,9.17,8.92,9,0,2,7,0,Placed,39.7
CLG0051,93,6.62,6.74,9,0,4,8,0,Not Placed,35.45
CLG0032,100,6.26,6.56,10,0,7,6,1,Placed,37.61
CLG0095,114,6.39,5.96,8,0,9,1,0,Placed,42.12
CLG0042,91,9.75,9.87,8,0,7,7,0,Not Placed,36.87
CLG0087,71,6.8,6.34,7,0,7,3,3,Placed,28.05
CLG0017,130,5.02,5.05,1,0,5,9,2,Placed,46.69
CLG0034,85,8.91,8.67,8,0,8,2,3,Placed,34.19
CLG0069,84,8.5,8.31,4,0,4,9,3,Not Placed,33.6
CLG0047,116,5.64,5.61,1,0,9,10,1,Placed,42.42
CLG0042,94,9.92,10.35,1,0,6,2,0,Not Placed,38.09
CLG0094,99,8.04,8.25,3,0,0,2,1,Not Placed,38.43
CLG0050,107,7.5,7.94,3,0,3,4,4,Not Placed,40.81
CLG0053,116,6.91,7.07,10,0,0,2,3,Placed,43.33
CLG0094,94,9.49,9.0,1,0,9,7,0,Not Placed,37.5
CLG0014,122,6.22,5.99,8,0,1,3,2,Not Placed,44.74
CLG0089,67,6.43,6.84,4,0,5,4,3,Placed,26.76
CLG0067,111,5.61,5.75,4,0,0,1,0,Placed,40.79
CLG0020,87,8.8,9.28,6,0,8,10,4,Not Placed,35.03
CLG0061,120,7.98,7.64,9,0,5,4,1,Not Placed,45.21
CLG0023,102,8.05,7.85,9,0,7,4,0,Placed,39.3
CLG0023,89,6.09,5.95,8,0,9,4,0,Placed,33.68
CLG0021,109,8.26,8.09,1,0,9,9,3,Placed,41.78
CLG0044,113,8.83,8.58,10,0,7,3,0,Placed,43.47
CLG0005,109,6.79,6.73,10,0,1,7,4,Not Placed,40.84
CLG0052,84,9.01,9.15,2,0,1,4,2,Not Placed,34.05
CLG0073,92,6.74,6.55,3,0,2,1,4,Not Placed,35.1
CLG0039,99,8.79,8.37,5,0,10,10,0,Placed,38.72
CLG0022,99,5.17,5.38,5,0,7,3,2,Not Placed,36.52
CLG0083,111,7.76,7.72,10,0,10,9,4,Placed,42.16
CLG0069,69,9.85,9.91,8,0,7,10,2,Not Placed,29.59
CLG0068,105,9.91,9.87,2,0,4,6,5,Placed,41.59
CLG0021,95,6.41,6.8,2,0,1,8,3,Not Placed,36.07
CLG0082,87,7.21,7.27,8,0,10,9,0,Placed,33.83
CLG0005,88,5.31,5.73,1,0,3,8,2,Not Placed,33.01
CLG0061,96,9.37,9.38,9,0,3,5,1,Placed,38.25
CLG0077,45,7.84,7.63,2,0,6,6,3,Not Placed,20.16
CLG0090,89,6.93,6.79,5,0,3,10,0,Not Placed,34.24
CLG0080,86,5.56,5.58,3,0,9,2,3,Placed,32.38
CLG0011,107,9.73,9.76,5,0,5,9,1,Not Placed,42.16
CLG0067,87,7.65,7.84,8,0,10,6,0,Not Placed,34.16
CLG0068,96,6.41,6.13,8,0,1,8,3,Not Placed,36.18
CLG0009,123,6.75,6.91,6,0,1,7,3,Placed,45.55
CLG0094,114,6.35,6.63,9,0,10,10,2,Placed,42.33
CLG0051,113,8.01,8.19,7,0,4,2,2,Placed,43.07
CLG0060,92,9.65,9.63,2,0,0,2,3,Not Placed,37.09
CLG0045,108,9.28,9.77,1,0,1,5,2,Not Placed,42.35
CLG0060,96,7.3,7.2,8,0,2,3,0,Placed,36.83
CLG0058,97,9.13,8.74,1,0,8,1,2,Placed,38.29
CLG0076,106,7.12,7.44,8,0,8,10,0,Placed,40.19
CLG0054,91,6.26,5.97,9,0,6,3,0,Placed,34.41
CLG0049,122,9.92,10.13,1,0,4,7,0,Placed,47.35
CLG0013,97,6.52,6.2,7,0,1,10,0,Not Placed,36.57
CLG0021,109,6.62,6.14,5,0,1,9,3,Not Placed,40.59
CLG0021,121,9.95,9.61,8,0,7,4,4,Not Placed,46.85
CLG0027,115,5.67,5.55,4,0,2,8,4,Not Placed,42.07
CLG0069,78,8.8,8.41,2,0,6,6,0,Not Placed,31.74
CLG0081,106,9.68,9.38,7,0,5,4,4,Placed,41.69
CLG0055,112,7.56,7.82,7,0,5,3,0,Not Placed,42.46
CLG0085,113,5.01,5.28,8,0,2,5,4,Placed,41.1
CLG0065,83,6.88,7.2,9,0,5,3,5,Placed,32.36
CLG0016,90,5.56,5.9,6,0,3,8,1,Placed,33.82
CLG0022,114,7.08,7.0,3,0,0,6,2,Not Placed,42.69
CLG0087,88,8.95,9.32,5,0,7,6,4,Not Placed,35.42
CLG0020,95,7.19,7.22,3,0,8,7,0,Not Placed,36.47
CLG0049,123,7.16,7.13,10,0,2,7,2,Placed,45.76
CLG0072,99,7.78,8.0,9,0,10,8,2,Not Placed,38.26
CLG0046,89,7.91,7.62,5,0,0,5,3,Placed,34.84
CLG0049,86,9.28,9.57,7,0,0,5,3,Not Placed,34.95
CLG0094,104,6.54,6.47,10,0,0,6,4,Not Placed,39.0
CLG0066,80,9.11,8.74,7,0,8,4,3,Placed,32.62
CLG0062,96,7.83,7.45,7,0,9,2,0,Placed,37.09
CLG0063,104,6.5,6.16,10,0,4,2,3,Not Placed,38.89
CLG0032,119,6.48,6.87,4,0,2,2,1,Not Placed,44.12
CLG0083,110,6.81,7.3,4,0,9,2,4,Not Placed,41.37
CLG0013,89,8.11,7.97,3,0,8,5,2,Not Placed,35.03
CLG0042,117,6.15,5.94,4,0,9,2,5,Not Placed,43.03
CLG0088,95,9.6,9.32,9,0,8,7,2,Not Placed,37.97
CLG0010,81,7.87,8.19,5,0,5,4,1,Not Placed,32.35
CLG0047,97,9.6,9.31,6,0,4,10,0,Placed,38.64
CLG0069,121,5.23,5.65,4,0,0,5,2,Placed,43.96
CLG0091,102,6.71,6.88,1,0,5,2,1,Placed,38.53
CLG0060,100,5.11,5.51,7,0,4,1,3,Not Placed,36.87
CLG0061,124,6.36,6.41,7,0,8,9,4,Placed,45.59
CLG0058,78,9.31,9.5,6,0,6,6,1,Placed,32.27
CLG0025,80,5.18,5.3,4,0,2,5,1,Placed,30.16
CLG0071,75,7.18,7.51,10,0,4,5,3,Not Placed,29.9
CLG0062,105,5.59,5.93,8,0,5,2,0,Placed,38.84
CLG0061,102,7.08,7.17,8,0,10,8,5,Placed,38.75
CLG0045,123,9.19,9.32,1,0,1,4,5,Placed,47.17
CLG0027,103,8.12,8.54,9,0,6,4,3,Not Placed,39.89
CLG0052,93,8.68,9.11,8,0,8,8,3,Not Placed,36.93
CLG0059,100,6.75,6.91,2,0,9,4,2,Not Placed,37.89
CLG0085,101,9.72,9.23,9,0,8,1,5,Not Placed,39.98
CLG0043,74,8.55,8.15,4,0,4,4,1,Not Placed,30.23
CLG0028,140,7.11,7.47,10,0,7,10,1,Not Placed,51.53
CLG0021,107,7.13,6.71,6,0,8,1,3,Not Placed,40.28
CLG0034,103,9.59,9.3,2,0,5,6,3,Not Placed,40.63
CLG0085,109,7.88,7.61,10,0,3,2,1,Not Placed,41.5
CLG0047,110,8.53,8.63,4,0,3,9,1,Placed,42.39
CLG0027,97,7.09,7.17,2,0,2,10,1,Not Placed,37.09
CLG0015,90,6.12,5.91,9,0,8,4,0,Not Placed,34.01
CLG0005,108,8.62,8.33,9,0,9,8,3,Not Placed,41.65
CLG0064,105,8.04,8.3,5,0,10,2,3,Placed,40.45
CLG0017,87,7.51,7.95,3,0,10,5,2,Placed,34.15
CLG0008,121,8.12,7.67,3,0,5,8,2,Not Placed,45.6
CLG0057,104,6.04,5.67,1,0,7,1,4,Placed,38.57
CLG0057,110,8.97,9.11,8,0,1,6,1,Placed,42.69
CLG0048,120,9.74,10.04,3,0,3,2,1,Not Placed,46.59
CLG0088,100,9.46,9.75,4,0,1,5,4,Placed,39.74
CLG0018,104,6.61,6.83,2,0,10,1,3,Not Placed,39.15
CLG0042,112,7.03,7.42,8,0,10,4,1,Not Placed,42.15
CLG0069,89,9.04,8.76,3,0,2,3,2,Not Placed,35.6
CLG0054,100,7.98,7.59,2,0,1,10,0,Not Placed,38.52
CLG0016,101,7.74,7.86,1,0,8,5,5,Not Placed,38.87
CLG0085,85,9.63,9.95,10,0,8,8,3,Placed,34.86
CLG0076,134,7.68,7.76,2,0,5,9,0,Not Placed,49.81
CLG0017,78,7.57,8.03,2,0,6,5,0,Placed,31.2
CLG0044,80,5.21,5.51,4,0,4,9,4,Not Placed,30.24
CLG0033,119,5.35,5.55,1,0,9,10,0,Placed,43.3
CLG0011,110,5.04,4.6,1,0,0,4,1,Not Placed,39.88
CLG0040,84,9.57,9.18,6,0,3,5,4,Placed,34.25
CLG0037,109,7.04,7.32,5,0,3,9,2,Not Placed,41.12
CLG0075,122,7.34,7.04,1,0,7,9,0,Placed,45.46
CLG0028,99,9.23,8.76,6,0,4,2,1,Placed,39.0
CLG0030,138,8.05,8.46,8,0,2,5,1,Not Placed,51.5
CLG0046,74,8.05,8.44,5,0,0,8,2,Placed,30.16
CLG0078,110,6.48,6.2,3,0,0,1,4,Placed,40.89
CLG0043,117,9.17,9.45,3,0,4,4,4,Not Placed,45.21
CLG0085,113,5.83,5.38,2,0,7,8,4,Not Placed,41.4
CLG0096,96,5.27,5.06,9,0,8,10,2,Placed,35.44
CLG0091,95,5.96,6.08,9,0,9,2,2,Placed,35.68
CLG0098,106,6.34,6.6,7,0,9,1,2,Placed,39.65
CLG0008,112,6.41,5.92,1,0,1,6,4,Placed,41.44
CLG0043,109,8.35,8.18,1,0,4,6,0,Not Placed,41.84
CLG0033,115,6.09,5.8,4,0,3,1,2,Not Placed,42.3
CLG0055,84,8.38,8.88,2,0,2,3,2,Placed,33.75
CLG0058,96,5.46,5.63,3,0,10,10,4,Placed,35.7
CLG0021,85,5.74,5.65,2,0,7,8,2,Not Placed,32.13
CLG0047,94,7.54,7.12,1,0,1,9,0,Not Placed,36.22
CLG0051,115,9.61,9.71,3,0,1,8,4,Placed,44.77
CLG0029,101,9.3,9.44,7,0,4,1,2,Not Placed,39.91
CLG0016,139,9.84,10.16,10,0,9,4,2,Placed,53.0
CLG0068,102,8.25,8.04,9,0,9,9,3,Placed,39.43
CLG0089,100,8.38,8.86,10,0,9,1,3,Not Placed,39.08
CLG0069,101,8.13,8.07,9,0,0,4,1,Placed,39.07
CLG0019,90,8.11,7.91,8,0,6,10,1,Not Placed,35.34
CLG0039,99,5.74,5.59,6,0,8,7,2,Placed,36.78
CLG0070,116,7.72,7.74,1,0,1,7,3,Placed,43.82
CLG0030,101,6.93,7.37,8,0,9,7,1,Not Placed,38.43
CLG0028,88,7.21,7.45,8,0,0,10,4,Placed,34.22
CLG0063,86,7.62,7.7,9,0,8,4,3,Placed,33.77
CLG0013,93,5.64,5.3,10,0,1,8,0,Not Placed,34.65
CLG0067,101,6.8,6.45,6,0,8,3,0,Placed,38.08
CLG0064,117,5.32,5.32,3,0,7,9,0,Placed,42.55
CLG0058,79,9.9,10.13,6,0,6,6,0,Placed,33.01
CLG0099,95,5.59,5.84,8,0,10,7,3,Not Placed,35.48
CLG0068,102,6.29,6.02,7,0,0,9,4,Placed,38.1
CLG0010,72,9.46,9.06,8,0,3,4,0,Placed,30.17
CLG0051,87,7.41,7.29,3,0,10,5,4,Not Placed,33.9
CLG0070,89,5.68,6.1,8,0,10,1,1,Placed,33.59
CLG0001,88,6.92,6.97,5,0,6,10,1,Placed,33.96
CLG0001,102,5.58,5.4,7,0,5,8,2,Placed,37.66
CLG0007,97,6.0,5.82,4,0,0,2,3,Placed,36.27
CLG0080,91,5.26,4.89,3,0,6,5,0,Placed,33.72
CLG0088,106,7.19,7.16,6,0,1,5,4,Placed,40.12
CLG0004,125,9.03,9.32,9,0,7,10,4,Placed,47.78
CLG0016,124,7.93,8.4,4,0,1,4,5,Placed,46.78
CLG0071,71,8.03,8.03,9,0,3,4,3,Not Placed,29.02
CLG0025,108,6.0,5.67,3,0,5,2,1,Not Placed,39.89
CLG0015,97,6.72,6.9,6,0,7,3,3,Not Placed,36.87
CLG0009,102,9.23,9.49,5,0,10,10,4,Placed,40.24
CLG0011,94,5.44,5.01,9,0,2,2,3,Not Placed,34.82
CLG0071,101,9.29,9.64,6,0,5,1,5,Placed,39.98
CLG0053,102,7.42,7.75,2,0,5,4,1,Placed,39.06
CLG0039,91,9.19,9.16,4,0,0,9,1,Placed,36.45
CLG0087,86,6.59,6.65,5,0,5,6,5,Not Placed,33.08
CLG0003,93,6.69,6.9,9,0,0,8,0,Not Placed,35.53
CLG0071,103,8.76,8.94,1,0,8,2,0,Placed,40.23
CLG0003,108,8.92,8.44,9,0,3,2,5,Not Placed,41.79
CLG0012,112,6.15,5.77,10,0,4,2,0,Placed,41.31
CLG0003,92,9.86,9.52,1,0,0,8,1,Not Placed,37.13
CLG0071,104,5.42,5.68,1,0,0,1,4,Not Placed,38.37
CLG0023,114,5.34,5.28,4,0,8,5,0,Not Placed,41.54
CLG0038,117,7.98,8.03,6,0,5,4,3,Not Placed,44.34
CLG0079,99,8.61,8.88,2,0,9,1,4,Placed,38.83
CLG0087,96,9.8,9.64,1,0,9,10,5,Placed,38.48
CLG0042,102,7.02,7.27,4,0,5,7,2,Placed,38.76
CLG0005,82,5.13,5.07,8,0,4,1,0,Not Placed,30.73
CLG0041,97,8.01,7.89,6,0,5,6,2,Placed,37.63
CLG0053,111,6.45,6.28,5,0,7,1,0,Placed,41.24
CLG0062,109,7.16,7.62,1,0,6,9,4,Placed,41.26
CLG0093,95,7.44,7.71,3,0,6,3,2,Placed,36.72
CLG0083,103,5.32,4.84,7,0,8,2,1,Not Placed,37.72
CLG0024,87,7.43,7.89,10,0,8,7,0,Placed,34.11
CLG0087,110,7.13,7.41,3,0,8,1,5,Placed,41.51
CLG0028,98,8.56,8.21,5,0,0,7,5,Not Placed,38.26
CLG0081,95,8.23,7.81,6,0,10,9,3,Placed,37.01
CLG0009,94,5.93,5.74,9,0,10,4,2,Not Placed,35.22
CLG0061,99,6.03,6.15,3,0,5,10,5,Not Placed,37.06
CLG0053,93,6.26,6.38,6,0,4,2,3,Placed,35.21
CLG0017,109,5.89,5.67,2,0,7,4,2,Placed,40.19
CLG0065,94,8.29,8.24,9,0,10,9,4,Placed,36.84
CLG0009,123,9.97,9.68,9,0,9,8,3,Placed,47.55
CLG0070,121,8.26,7.81,7,0,7,5,0,Not Placed,45.69
CLG0015,86,8.03,8.05,9,0,7,8,1,Not Placed,34.03
CLG0006,101,7.05,6.9,4,0,4,7,4,Not Placed,38.32
CLG0018,90,6.56,6.6,10,0,9,4,2,Placed,34.39
CLG0088,95,9.56,10.01,1,0,10,3,0,Placed,38.19
CLG0094,130,9.85,9.49,1,0,9,1,2,Not Placed,49.78
CLG0083,95,7.48,6.98,2,0,0,3,3,Placed,36.49
CLG0058,105,6.45,6.03,10,0,3,8,3,Not Placed,39.16
CLG0092,108,8.85,8.81,3,0,6,9,1,Not Placed,41.89
CLG0023,84,5.66,5.87,2,0,1,9,3,Placed,31.84
CLG0088,87,8.83,8.91,4,0,6,5,4,Placed,34.91
CLG0027,81,9.09,9.08,8,0,4,4,2,Not Placed,33.06
CLG0077,86,5.62,5.47,3,0,5,6,2,Not Placed,32.36
CLG0075,57,9.88,9.69,4,0,5,7,4,Placed,25.52
CLG0015,108,9.93,9.81,2,0,4,6,3,Placed,42.58
CLG0030,130,9.68,9.79,1,0,9,5,3,Not Placed,49.82
CLG0006,102,7.48,7.15,8,0,6,2,4,Not Placed,38.88
CLG0025,78,6.23,6.5,7,0,3,3,1,Not Placed,30.24
CLG0031,90,7.91,7.99,10,0,0,9,0,Placed,35.3
CLG0011,93,7.1,6.87,2,0,8,7,0,Placed,35.66
CLG0068,84,6.03,6.03,8,0,6,10,3,Not Placed,32.02
CLG0079,112,7.12,7.58,10,0,8,2,5,Placed,42.23
CLG0024,112,8.32,7.84,3,0,10,1,0,Not Placed,42.72
CLG0014,82,5.35,5.05,7,0,8,1,0,Placed,30.8
CLG0024,110,6.67,6.62,1,0,6,1,5,Not Placed,41.1
CLG0087,122,5.09,5.23,3,0,1,6,0,Placed,44.11
CLG0069,128,8.75,8.46,9,0,10,5,3,Not Placed,48.4
CLG0026,142,8.2,8.63,4,0,1,7,2,Not Placed,52.94
CLG0094,86,5.31,5.45,1,0,3,5,3,Placed,32.25
CLG0042,142,9.82,10.2,6,0,8,9,3,Not Placed,54.01
CLG0048,94,5.11,4.94,1,0,6,1,5,Not Placed,34.68
CLG0051,91,7.95,8.28,10,0,8,9,1,Placed,35.74
CLG0067,104,8.88,8.76,1,0,3,4,1,Not Placed,40.55
CLG0018,91,8.94,8.69,2,0,8,10,3,Placed,36.21
CLG0086,105,5.17,5.58,3,0,6,7,4,Placed,38.58
CLG0028,80,9.53,9.12,2,0,7,2,4,Placed,32.88
CLG0030,96,9.59,10.03,8,0,0,3,1,Not Placed,38.54
CLG0002,119,7.81,7.77,6,0,8,4,5,Not Placed,44.86
CLG0073,99,7.41,7.9,1,0,7,5,1,Not Placed,38.1
CLG0065,102,5.22,5.26,6,0,0,2,2,Not Placed,37.49
CLG0036,107,7.81,8.07,1,0,7,7,1,Placed,40.96
CLG0021,117,7.05,6.56,9,0,4,6,5,Placed,43.54
CLG0062,75,8.86,8.86,3,0,2,9,0,Placed,30.91
CLG0054,108,7.02,7.26,1,0,7,7,3,Placed,40.76
CLG0028,95,8.42,8.7,1,0,10,10,3,Not Placed,37.37
CLG0100,102,5.51,5.17,2,0,10,10,5,Not Placed,37.56
CLG0032,115,5.66,5.58,6,0,2,2,3,Not Placed,42.08
CLG0058,82,5.7,5.62,1,0,7,3,5,Placed,31.11
